,id,title,description,search_word,tags,viewCount,likeCount,favoriteCount,commentCount
266,q67T8SWt0E0,"LATEST CONFIRMED &amp; RUMOURS TRANSFER SUMMER 2022|ARSENAL, MAN UNITED, MAN CITY, CHELSEA, LIVERPOOL","Please Like and Subscribe thanks LATEST CONFIRMED & RUMOURS TRANSFER SUMMER 2022|ARSENAL, MAN UNITED, ...",football transfers ,"barcelona transfer news,transfer news,confirmed transfers,man united transfer news,football transfers,football news,football transfer news,arsenal transfer news,latest transfers 2022,transfers 2022 confirmed,transfers 2022,confirmed transfers 2022,LATEST CONFIRMED & RUMOURS TRANSFER SUMMER 2022,TOP CONFIRMED TRANSFERS SUMMER 2022,chelsea transfer news,2022 CONFIRMED TRANSFERS,FOOTBALL TRANSFERS NEWS 2022,fifa22 transfer news,real madrid transfer news",149053,676,0,21
267,6yK9b2YAipQ,Chelsea potential starting lineup next season with transfers | Transfers rumours summer 2022,CHELSEA STARTING LINEUP NEXT SEASON WITH TRANSFERS Chelsea transfer news Chelsea lineup next season Chelsea ...,football transfers ,"Lineup,Predicted lineup,Potentia lineup,Transfer news,Transfer rumours,Great,How,Most,Trophy,UEFA,Arsenal,Chelsea,premier league,EPL,Epl standing,Update,Arsenal training,Transfer target,Chelsea transfer news,Chelsea transfer rumours,Confirmed transfers summer 2022,Transfer news 2022,Transfer news summer 2022,Footabll transfers,Donedeal transfers,Done deals summer 2022",25568,313,0,18
268,bQNyGkqZnzI,"ALL LATEST CONFIRMED TRANSFER NEWS 2022! FT. DE JONG, RAPHINHA, ANTONY","All confirmed transfers 2022, Football Transfer news, Confirmed transfers 2022, Confirmed summer 2022, Confirmed transfer ...",football transfers ,"confirmed transfers,transfers,transfer news,new transfers,football news,football transfer news,top confirmed transfers,manchester united transfer news,arsenal transfer news,new confirmed transfers 2022,football transfers,latest transfers 2022,confirmed transfers 2022,summer transfers 2022,potential transfers,barcelona transfer news,fifas 22 confirmed transfers,transfer news 2022",27708,270,0,28
269,4HPnzp8odFY,"LATEST CONFIRMED &amp; RUMOURS TRANSFER SUMMER 2022 FT💥Bale,Ronaldo,De ligt,Marcelo,Philips,Koundé I12I","LATEST CONFIRMED & RUMOURS TRANSFER SUMMER 2022 FT  Bale,Ronaldo,De ligt,Marcelo,Philips,Koundé I12I ...",football transfers ,"new confirmed transfers,transfer news 2022,chelsea,azz foot93,LATEST CONFIRMED & RUMOURS TRANSFER SUMMER 2022,cr7 transfer news,man city transfers,TOP CONFIRMED TRANSFERS SUMMER 2022,barcelona,latest CONFIRMED TRANSFERS SUMMER 2022,BEST CONFIRMED TRANSFERS,FOOTBALL TRANSFERS NEWS 2022,fifa 22 confirmed transfers,tottenhem transfer news,real madrid transfer news,man united transfer news",145993,1841,0,32
270,CKmLr6CS1U4,Double Hijack!! 🤯 Malacia യൂണൈറ്റഡിലേക്ക്.. റാഫിഞ്ഞയ്ക്ക് ആയി ചെൽസി ബിഡ് !! Football Transfers,Welcome back to The House Of Football Where we discuss football's hottest topics. We discuss majorly on European football.,football transfers ,,17949,1984,0,272
270,CKmLr6CS1U4,Double Hijack!! 🤯 Malacia യൂണൈറ്റഡിലേക്ക്.. റാഫിഞ്ഞയ്ക്ക് ആയി ചെൽസി ബിഡ് !! Football Transfers,Welcome back to The House Of Football Where we discuss football's hottest topics. We discuss majorly on European football.,football transfers ,,17949,1984,0,272
271,8RPOChvSCjY,RICHARLISON Signs For TOTTENHAM! Goldbridge Reacts,Richarlison signs for Tottenham in a 50 million transfer from Everton. Mark Goldbridge reacts to the latest Transfer News.,football transfers ,"Richarlison,Everton,Richarlison transfer,Richarlison Tottenham,Tottenham,Transfer news,Latest transfer news,Goldbridge,Mark Goldbridge",156265,5470,0,775
272,xs29Km3jS9s,"NEW CONFIRMED TRANSFERS &amp; RUMOURS SUMMER 2022 FT BALE, OTAVIO, KUCHTA, BARDAKCI, ROMERO, DANTAS","NEW CONFIRMED TRANSFERS & RUMOURS SUMMER 2022 FT BALE, OTAVIO, KUCHTA, BARDAKCI, ROMERO, DANTAS, ...",football transfers ,"confirmed transfers,transfers,transfer news,new transfers,football news,football transfer news,top confirmed transfers,manchester united transfer news,arsenal transfer news,new confirmed transfers 2022,football transfers,latest transfers 2022,transfers 2022 confirmed,transfers 2022,confirmed transfers 2022,summer transfers 2022,potential transfers,barcelona transfer news,real madrid transfer news,confirmed transfers & rumours,transfer rumours,mbappe,bale",11069,241,0,8
273,awvzWkySXBg,Romelu Lukaku lands in Milan to seal Inter deal; Angel Di Maria to join Juventus,Subscribe to Sky Sports News: http://bit.ly/SkySportsNewsSub The transfer window heats up this summer as Romelu Lukaku is ...,football transfers ,"Transfer Centre,Transfer Talk,Transfer Deals,Romelu Lukaku,Premier League,Ligue 1,La Liga,Serie A,Angel Di Maria,Chelsea,PSG,Juventus,Inter Milan,Sky Sports News,Sky Sports,Sky Sports Football,News,Sport News,Breaking News,Football News,Transfer News,English Football",143657,2203,0,311
274,pLPKc8eVRfk,Arsenal potential starting lineup next season with transfers | Confirmed transfers and rumours 2022,"Arsenal transfer news,Arsenal summer 2022 transfer news,Arsenal transfer rumours,Arsenal lineup with transfer,Arsenal XI with ...",football transfers ,"Lineup,Predicted lineup,Potentia lineup,Transfer news,Transfer rumours,Great,How,Most,Premier league,UEFA,Training,Arsenal,Liverpool,Chelsea,Transfer target,Arsenal news,Arsenal transfer news,Arsenal transfer rumours,Arsenal rumours,Arsenal lineup with transfer,Arsenal lineup next season,transfer news summer 2022,Transfer news 2022,Confirmed transfer 2022,Transfer news and rumours 2022,Fabio Vieira,Fabio Vieira to Arsenal,Youri Tielemans to Arsenal",17359,223,0,11
275,YE547YPoowY,DONE DEALS | Arsenal vs Tottenham potential starting lineups next season | Confirmed transfers 2022,ARSENAL POTENTIAL STARTING LINEUP NEXT SEASON | DONE DEAL TRANSFERS SUMMER 2022 Arsenal transfer news ...,football transfers ,"Transfer news,Transfer rumours,Arsenal,Liverpool,Transfer target,Arsenal news,Arsenal transfer news,Arsenal transfer rumours,Arsenal lineup with transfer,Arsenal lineup next season,transfer news summer 2022,Transfer news 2022,Confirmed transfer 2022,Fabio Vieira,Fabio Vieira to Arsenal,Tottenham,Tottenham transfer news,confirmed transfers,Tottenham transfer rumours,confirmed transfers summer 2022,Transfer news summer 2022,Yves Bissouma",59773,563,0,73
276,uKQrUs9ku6I,The Hidden Factors Behind Football Transfers,The Hidden Factors Behind Football Transfers Get 40% OFF an annual subscription to The Athletic: ...,football transfers ,"tifo football,tifo football youtube,youtube tifo football,tifofootball,tifofootball youtube,Lee Johnson,Bristol City,Arsene Wenger,Sir Alex Ferguson,football transfers,transfer season,transfer window,football,tifo videos,Aaron Ramsey,Manchester United,Mike Phelan,Arsenal,Premier League,premier league managers,premier league clubs,premier league players,Tammy Abraham,Chelsea,Michael Emenalo,director of football,football agents,Championship",242476,7746,0,302
277,q6ukQbnhSDY,"NEW CONFIRMED TRANSFERS &amp; RUMOURS SUMMER 2022 FT JESUS, PHILLIPS, BOTMAN, ENZO, DE LIGT, AWONIYI","NEW CONFIRMED TRANSFERS & RUMOURS SUMMER 2022 FT JESUS, PHILLIPS, BOTMAN, ENZO, DE LIGT, AWONIYI, ETC ...",football transfers ,"confirmed transfers,transfers,transfer news,new transfers,football news,football transfer news,top confirmed transfers,manchester united transfer news,arsenal transfer news,new confirmed transfers 2022,football transfers,latest transfers 2022,transfers 2022 confirmed,transfers 2022,confirmed transfers 2022,summer transfers 2022,potential transfers,barcelona transfer news,real madrid transfer news,confirmed transfers & rumours,transfer rumours,mbappe,jesus",23652,341,0,9
278,AzYRPOwOFxs,BARELLA to LIVERPOOL? STERLING Deal Close! Goldbridge Transfer News,Barella to Liverpool? Sterling to Chelsea close! Arsenal and Spurs closing in Centre Backs! Mark Goldbridge delivers the latest ...,football transfers ,"Sterling,Raheem Sterling,Transfer,Latest Transfer News,Transfer News,Barella,Mark Goldbridge,Goldbridge",128489,4032,0,424
279,dUtnID1nlF0,"FIFA 22 | NEW CONFIRMED TRANSFERS &amp; RUMOURS! 🤯😱 | FT. Jesus, Neymar, Suárez...",This video is about latest transfers. In this video you can find information about latest football transfers. Which player could left his ...,football transfers ,"FIFA 22,fut 22,fifa 22 ultimate team,fifa 23 trailer,fifa 22 career mode,fifa 23 upgrades,fifa 23 rating refresh,fifa 22 news,fifa history,fifa 23 release date,fifa 22 ps5,fifa 23 ratings predictions,latest confirmed transfers,transfers 2022,transfers,transfers news 2022,summer transfers 2022,summer transfers,fifa 22 new confirmed transfers,new confirmed transfer and rumours,NEW CONFIRMED TRANSFERS & RUMOURS,latest rumours,fut 23,fifa 23,next gen",123398,2602,0,133
280,4LzJZ76SMEw,Juventus potential starting lineup next season with transfers | Confirmed transfers and rumours 2022,HOW JUVENTUS WILL LINEUP NEXT SEASON WITH TRANSFERS OF PAUL POGBA AND ANGEL DI MARÍA Juventus transfer ...,football transfers ,"Lineup,Predicted lineup,Transfer news,Transfer rumours,Great,How,Most,Ligue 1,La liga,Seria A,Trophy,Titles,UEFA,Chelsea,premier league,EPL,Update,Transfer target,Juventus transfer news,transfer news,transfer news 2022,confirmed transfers,football transfers,Angel di maria to juventus,Paul pogba to juventus,confirmed transfers summer 2022,transfer rumours",13568,196,0,13
281,o2uQzNdcneI,The History of the Football Transfer System Explained,This video explains the history of the football transfer system. Subscribe: http://bit.ly/TifoSubscribe | Make sure to enable all push ...,football transfers ,"tifo football,tifo football youtube,youtube tifo football,tifofootball,tifofootball youtube,youtube tifofootballFootball uMAXit Football Premier League Whiteboard Football Tifo EPL Latest,transfer,transfer window,deadline day,neymar,psg,barcelona,bosman ruling,ffp,financial fair play,uefa,manchester city,mino raiola,transfer system",271507,5411,0,222
282,dbmvxCBDRS8,"NEW CONFIRMED TRANSFERS &amp; RUMOURS SUMMER 2022 FT ZANIOLO, SUAREZ, FERNANDINHO, TURNER, LEIVA, DESTRO","NEW CONFIRMED TRANSFERS & RUMOURS SUMMER 2022 FT ZANIOLO, SUAREZ, FERNANDINHO, TURNER, LEIVA, ...",football transfers ,"confirmed transfers,transfers,transfer news,new transfers,football news,football transfer news,top confirmed transfers,manchester united transfer news,arsenal transfer news,new confirmed transfers 2022,football transfers,latest transfers 2022,transfers 2022 confirmed,transfers 2022,confirmed transfers 2022,summer transfers 2022,potential transfers,barcelona transfer news,real madrid transfer news,confirmed transfers & rumours,transfer rumours,mbappe,suarez",13342,262,0,9
283,zen-xGdC7GE,"TOP 55 CONFIRMED &amp; RUMOURS TRANSFERS SUMMER 2022 FEAT LEWANDOWSKI, HAALAND, GABRIEL JESUS, S. MANE",Today's my content about : TOP 55 CONFIRMED & RUMOURS SUMMER TRANSFERS 2022 FEAT. ROBERT LEWANDOWSKI ...,football transfers ,"top confirmed transfers summer,transfers,sky sports,fabrizio romano,confirmed and rumour transfers,football news,football transfer news,latest transfers,top confirmed transfers,barcelona transfer,arsenal transfer news,new confirmed transfers 2022,football transfers,summer transfers 2022,latest transfers 2022,transfers 2022 confirmed,transfers 2022,summer transfers,confirmed transfers 2022,lewandowski barcelona,top confirmed transfer 2022,erling haaland",587351,7757,0,0
284,OQ-OTW4blU8,DONE DEALS /Arsenal potential starting lineup next season 🔴⚪️ Confirmed transfers summer 2022,"Arsenal transfer news,Arsenal summer 2022 transfer news,Arsenal transfer rumours,Arsenal lineup with transfer,Arsenal XI with ...",football transfers ,"Lineup,Predicted lineup,Potentia lineup,Transfer news,Transfer rumours,Great,How,Most,Premier league,UEFA,Training,Arsenal,Liverpool,Chelsea,Manchester city,EPL,Transfer target,Arsenal news,Arsenal transfer news,Arsenal transfer rumours,Arsenal rumours,Arsenal lineup with transfer,Arsenal lineup next season,transfer news summer 2022,Transfer news 2022,Confirmed transfer 2022,Transfer news and rumours 2022,Fabio Vieira,Fabio Vieira to Arsenal",47816,402,0,47
285,jcGBtVHOerg,7 Transfers That DESTROYED Football Clubs,"From Sunderland's signing of Jack Rodwell on a reported £70000 a week, as they tumbled from the Premier League down to ...",football transfers ,"HITC Sevens,Football,Soccer,Transfers,Destroyed,Clubs,Signings,Worst,Terrible,Sunderland,Jack Rodwell,Premier League,League One,Champions League,Rangers,Leeds United,Bradford City,Everton",485108,8045,0,673
286,a5CKQcQavbk,Inside Football&#39;s Transfer Market,https://www.theathletic.co.uk/tifofootball - for your 30-day free trial and 50% off your annual subscription. Inside football's transfer ...,football transfers ,"tifo football,tifo football youtube,youtube tifo football,tifofootball,tifofootball youtube,youtube tifofootballFootball uMAXit Football Premier League Whiteboard Football Tifo EPL Latest,transfer window,transfer market,sporting director,football agent,footballers,arsenal,manchester united,premier league,chairman,whatsapp,transfer chat,player recruitment,football league,linkedin,screenshot,paul gascoigne,signing fee,bonuses,agency fee,leicester city",612870,14526,0,494
287,gY2MxvDLd4s,Top 50 Most Expensive Transfers In All Time Football History.,Top 50 Most Expensive Transfers In All Time Football History. The following is a list of most expensive association football ...,football transfers ,"football info,football transfer,transfer news footbball,2021 football transfer news,most price football player,Most expensive player in football,transfer news 2021,football transfers,most expensive transfers,most expensive transfer record,football big transfer,biggest football transfer,most expensive football transfers ever,football daily,footballl transfer record,most expensive football player all time,expensive footballer,transfer news",711832,9975,0,459
288,Mk1OkAdbFhg,Should Manchester United fans be concerned by a lack of transfer activity? | Transfer Talk,"Subscribe to Sky Sports News: http://bit.ly/SkySportsNewsSub As part of this evening's Transfer Talk, Dharmesh Sheth discussed ...",football transfers ,"Manchester United,Christian Eriksen,Barcelona,Ajax,Brentford,Aaron Wan-Bisakka,AWB,Sky Sports News,Transfer News,Transfer Talk",455041,6344,0,1262
289,tABlS5ABIv4,"NEW CONFIRMED TRANSFERS &amp; RUMOURS SUMMER 2022 FT MANE, LUKAKU, STERLING, YILMAZ, MINAMINO, CUCHO","NEW CONFIRMED TRANSFERS & RUMOURS SUMMER 2022 FT MANE, LUKAKU, STERLING, YILMAZ, MINAMINO, CUCHO, ...",football transfers ,"confirmed transfers,transfers,transfer news,new transfers,football news,football transfer news,top confirmed transfers,manchester united transfer news,arsenal transfer news,new confirmed transfers 2022,football transfers,latest transfers 2022,transfers 2022 confirmed,transfers 2022,confirmed transfers 2022,summer transfers 2022,potential transfers,barcelona transfer news,real madrid transfer news,confirmed transfers & rumours,transfer rumours,mbappe,mane",25893,413,0,11
